codice_sku,nome_prodotto,marca,categoria,sottocategoria,unita_misura,quantita_disponibile,quantita_minima,stato_scorte,prezzo_acquisto_eur,prezzo_vendita_eur,margine_pct,iva_pct,fornitore,scaffale,data_scadenza
SKU12561,Aceto balsamico di Modena,Heinz,Condimenti e Spezie,Spezie,ml,215,16,OK,4.15,5.69,37.1,10,Import & Export Frescura,L07,2027-01-30
SKU12564,Arance,MarcaRe,Frutta e Verdura,Verdura fresca,kg,111,26,OK,4.29,6.45,50.3,4,Agrimax Coop,K15,2026-07-10
SKU12571,Pistacchi tostati,Kinder,Dolci e Snack,Snack salati,conf,116,10,OK,17.04,22.5,32.0,22,Mediterr. Foods,G09,2027-09-22
SKU12575,Prosciutto cotto alta qualità,Amadori,Carne,Pollame,conf,182,12,OK,16.31,24.28,48.9,10,Continental Trade,J13,2026-07-03
SKU12576,Peperoni rossi,Bonduelle,Frutta e Verdura,Frutta fresca,conf,246,20,OK,19.83,23.7,19.5,4,Continental Trade,E12,2026-07-05
SKU12585,Uova biologiche x6,Müller,Latticini e Uova,Latte,g,169,28,OK,2.75,3.68,33.8,10,Fresh Logistics Srl,F05,2026-07-06
SKU12591,Spinaci surgelati 1kg,Nestlé,Surgelati,Piatti pronti,kg,187,23,OK,12.88,19.48,51.2,10,Macro Distribuzione,F01,2027-06-17
SKU12594,Sedano,Benessere,Frutta e Verdura,Funghi,conf,161,6,OK,20.44,28.11,37.5,4,Fresh Logistics Srl,A14,2026-07-08
SKU12599,Fazzoletti x10 pacchetti,Ariel,Pulizia Casa,Superfici,g,19,21,CRITICO,8.24,9.75,18.3,22,Agrimax Coop,K08,2029-01-21
SKU12604,Spaghetti n.5 500g,Buitoni,Pasta e Riso,Pasta lunga,kg,189,23,OK,3.39,4.14,22.1,4,Macro Distribuzione,C15,2027-09-16
SKU12608,Digestive McVitie's,Nestlé,Dolci e Snack,Cioccolato,conf,247,7,OK,24.18,31.12,28.7,22,Agrimax Coop,I07,2027-11-20
SKU12615,Polpo,EasyShop,Pesce,Molluschi,g,13,16,CRITICO,6.14,8.86,44.3,10,Nord Food SpA,A14,2026-06-30
SKU12623,Fette biscottate classiche,Gran Cereale,Pane e Bakery,Grissini e Crackers,conf,59,22,OK,13.49,20.63,52.9,10,Frigo Transport SpA,I02,2026-07-19
SKU12626,Cannelloni surgelati,Findus,Surgelati,Piatti pronti,conf,173,17,OK,8.3,12.19,46.9,10,Distribuzione Sud Srl,B10,2028-02-20
SKU12632,Grissini classici,Gran Cereale,Pane e Bakery,Fette biscottate,pz,167,13,OK,7.79,11.46,47.1,10,Mediterr. Foods,L08,2026-07-18
SKU12636,Pizza margherita surgelata,Bird's Eye,Surgelati,Verdure surgelate,g,212,5,OK,8.98,10.36,15.4,10,Frigo Transport SpA,B11,2028-02-13
SKU12638,Sale fino 1kg,Filippo Berio,Condimenti e Spezie,Olio,g,8,11,CRITICO,6.38,8.06,26.3,10,Nord Food SpA,A15,2028-05-24
SKU12642,Birra Moretti 33cl,Levissima,Bevande,Alcol,ml,33,24,OK,19.91,23.85,19.8,22,Nord Food SpA,L14,2027-06-29
SKU12647,Riso Basmati 500g,Buitoni,Pasta e Riso,Cereali secchi,kg,196,13,OK,26.23,36.87,40.6,4,Import & Export Frescura,C12,2029-03-01
SKU12649,Spaghetti integrali 500g,Gallo,Pasta e Riso,Riso,g,244,13,OK,11.06,17.13,54.9,4,Mediterr. Foods,B03,2028-05-09
SKU12653,Succo di mela,Sanpellegrino,Bevande,Alcol,ml,196,22,OK,18.18,21.7,19.4,22,Fresh Logistics Srl,K15,2027-04-10
SKU12661,Deodorante spray 150ml,Nivea,Igiene Personale,Rasatura,ml,64,28,OK,1.27,1.5,18.1,22,Mediterr. Foods,C09,2027-06-27
SKU12662,Salsa di soia 150ml,Filippo Berio,Condimenti e Spezie,Olio,g,147,17,OK,4.5,5.77,28.2,10,Mediterr. Foods,I03,2027-12-14
SKU12669,Balsamo capelli 200ml,Gillette,Igiene Personale,Rasatura,ml,209,27,OK,6.56,8.55,30.3,22,Fresh Logistics Srl,J03,2029-06-30
SKU12675,Maionese 250g,Heinz,Condimenti e Spezie,Salse,g,23,25,CRITICO,1.83,2.83,54.6,10,Macro Distribuzione,B06,2028-01-07
SKU12680,Salsa di pomodoro pronta,Carli,Condimenti e Spezie,Salse,g,48,26,OK,15.66,24.07,53.7,10,Frigo Transport SpA,B13,2027-09-26
SKU12688,Yogurt greco naturale,Danone,Latticini e Uova,Uova,conf,184,5,OK,5.55,6.46,16.4,10,Mediterr. Foods,G10,2026-07-07
SKU12697,Maionese 250g,Heinz,Condimenti e Spezie,Olio,ml,247,19,OK,15.09,22.39,48.4,10,Macro Distribuzione,A15,2027-09-04
SKU12698,Panini al latte,Galbusera,Pane e Bakery,Fette biscottate,conf,240,19,OK,22.66,32.11,41.7,10,Agrimax Coop,J14,2026-07-17
SKU12700,Fagiolini,Natura+,Frutta e Verdura,Verdura fresca,conf,11,24,CRITICO,18.41,24.64,33.8,4,Distribuzione Sud Srl,C15,2026-07-08
SKU12701,Penne rigate 500g,Gallo,Pasta e Riso,Pasta corta,g,209,7,OK,17.23,25.57,48.4,4,Mediterr. Foods,K03,2029-03-20
SKU12705,Taleggio,Sterilgarda,Latticini e Uova,Yogurt,pz,173,28,OK,9.64,14.31,48.4,10,Nord Food SpA,L11,2026-08-08
SKU12714,Lonza di maiale,Beretta,Carne,Bovino,conf,16,15,OK,21.47,29.78,38.7,10,Agrimax Coop,H02,2026-06-30
SKU12720,Patate a spicchi surgelate,Nestlé,Surgelati,Gelati,g,25,9,OK,7.05,9.75,38.3,10,Distribuzione Sud Srl,I05,2026-11-15
SKU12721,Pesche,SmartBuy,Frutta e Verdura,Funghi,conf,202,30,OK,24.87,32.74,31.6,4,BioItalia Srl,C07,2026-07-08
SKU12726,Risotto ai funghi surgel.,Nestlé,Surgelati,Pesce surgelato,conf,9,27,CRITICO,6.93,8.45,21.9,10,Mediterr. Foods,K07,2026-11-23
SKU12731,Capperi sotto sale,Mutti,Conserve e Legumi,Pomodoro,pz,250,21,OK,15.75,19.32,22.7,10,Macro Distribuzione,J04,2028-05-25
SKU12735,Mix di noci,Kinder,Dolci e Snack,Cioccolato,conf,28,11,OK,18.56,23.4,26.1,22,Mediterr. Foods,I08,2027-03-23
SKU12738,Olio extravergine di oliva 1L,Bertolli,Condimenti e Spezie,Salse,g,64,18,OK,18.16,22.95,26.4,10,Mediterr. Foods,A12,2027-01-08
SKU12739,Patate a spicchi surgelate,Bird's Eye,Surgelati,Pesce surgelato,conf,18,8,OK,22.06,29.65,34.4,10,Mediterr. Foods,K02,2028-04-09
SKU12745,Pane casereccio,Gran Cereale,Pane e Bakery,Pane,conf,25,12,OK,6.67,7.96,19.3,10,Frigo Transport SpA,D07,2026-07-27
SKU12749,Yogurt da bere,Müller,Latticini e Uova,Uova,kg,55,9,OK,13.72,20.67,50.7,10,Agrimax Coop,G10,2026-07-26
SKU12752,Mandorle sgusciate,Pavesi,Dolci e Snack,Cioccolato,g,85,11,OK,17.81,27.43,54.0,22,Fresh Logistics Srl,B01,2027-07-08
SKU12755,Yogurt greco alla vaniglia,Sterilgarda,Latticini e Uova,Burro e Panna,g,226,12,OK,11.88,17.28,45.5,10,Agrimax Coop,K14,2026-07-13
SKU12764,Orata intera,Callipo,Pesce,Pesce conservato,g,151,11,OK,24.04,32.35,34.6,10,Import & Export Frescura,A04,2026-07-09
SKU12771,Sapone liquido mani 300ml,L'Oréal,Igiene Personale,Cura capelli,pz,242,23,OK,9.37,12.95,38.2,22,Distribuzione Sud Srl,H02,2027-09-24
SKU12772,Mandorle sgusciate,Nestlé,Dolci e Snack,Biscotti,pz,207,20,OK,1.23,1.68,36.6,22,Mediterr. Foods,E02,2026-12-18
SKU12781,Detersivo lavatrice liquido 2L,Regina,Pulizia Casa,Detersivi lavatrice,ml,61,14,OK,26.61,32.01,20.3,22,Mediterr. Foods,L07,2029-03-11
SKU12784,Rasoio usa e getta x3,Pantene,Igiene Personale,Cura capelli,pz,118,19,OK,16.1,22.27,38.3,22,Frigo Transport SpA,D03,2029-07-23
SKU12792,Filo interdentale 25m,Nivea,Igiene Personale,Detersivi corpo,g,85,27,OK,24.13,28.43,17.8,22,Frigo Transport SpA,E10,2028-08-23
SKU12794,Tè verde 25 filtri,Sprite,Bevande,Acqua,L,93,26,OK,20.68,24.24,17.2,22,Frigo Transport SpA,G04,2028-04-12
SKU12795,Olive nere,Cirio,Conserve e Legumi,Legumi,g,181,22,OK,18.25,26.13,43.2,10,Macro Distribuzione,E02,2028-06-27
SKU12797,Sale grosso 1kg,Knorr,Condimenti e Spezie,Aceto,L,53,27,OK,26.31,36.36,38.2,10,Macro Distribuzione,E09,2028-02-21
SKU12804,Spaghetti integrali 500g,Barilla,Pasta e Riso,Pasta corta,kg,134,21,OK,10.63,14.15,33.1,4,Continental Trade,L09,2029-04-16
SKU12813,Riso Basmati 500g,Arborio,Pasta e Riso,Pasta corta,g,207,27,OK,10.5,14.9,41.9,4,Mediterr. Foods,B08,2027-03-15
SKU12820,Braciole di maiale,Amadori,Carne,Salumi,kg,37,27,OK,3.33,4.2,26.1,10,BioItalia Srl,I14,2026-07-08
SKU12821,Riso Carnaroli 1kg,Buitoni,Pasta e Riso,Cereali secchi,g,107,16,OK,15.3,18.4,20.3,4,Import & Export Frescura,D04,2027-02-25
SKU12822,Sale per lavastoviglie,Scottex,Pulizia Casa,Superfici,pz,201,25,OK,11.7,15.06,28.7,22,Fresh Logistics Srl,L06,2030-06-15
SKU12831,Nutella 750g,Bauli,Dolci e Snack,Merendine,g,43,14,OK,16.01,24.16,50.9,22,Mediterr. Foods,G06,2027-07-16
SKU12832,Salsiccia suina,Fiorucci,Carne,Pollame,kg,182,10,OK,12.93,15.73,21.7,10,Agrimax Coop,L13,2026-07-08
SKU12835,Pollo intero,Amadori,Carne,Pollame,conf,112,9,OK,1.44,1.84,27.8,10,Agrimax Coop,D08,2026-07-06
SKU12836,Senape 200g,Filippo Berio,Condimenti e Spezie,Salse,ml,136,10,OK,4.4,5.85,33.0,10,Distribuzione Sud Srl,G14,2028-02-17
SKU12839,Cioccolato bianco,Pavesi,Dolci e Snack,Merendine,pz,84,21,OK,0.42,0.61,45.2,22,Import & Export Frescura,J12,2027-02-21
SKU12847,Pomodori a cubetti 400g,Heinz,Conserve e Legumi,Verdure conservate,g,29,22,OK,25.23,30.42,20.6,10,Frigo Transport SpA,K09,2029-05-02
SKU12851,Kinder Bueno,Mulino Bianco,Dolci e Snack,Cioccolato,pz,149,11,OK,9.34,13.01,39.3,22,BioItalia Srl,A06,2026-12-18
SKU12860,Popcorn al burro,Kinder,Dolci e Snack,Snack salati,pz,49,17,OK,26.83,41.33,54.0,22,Fresh Logistics Srl,K05,2028-02-29
SKU12861,Tabasco piccante,Heinz,Condimenti e Spezie,Salse,ml,98,16,OK,4.4,6.56,49.1,10,Import & Export Frescura,F14,2027-09-18
SKU12866,Plumcake,Mulino Bianco,Dolci e Snack,Snack salati,pz,106,28,OK,6.27,9.44,50.6,22,Agrimax Coop,H04,2027-11-22
SKU12869,Birra Peroni 33cl,Levissima,Bevande,Acqua,pz,85,21,OK,4.28,5.44,27.1,22,Nord Food SpA,A02,2028-02-15
SKU12874,Baguette,SmartBuy,Pane e Bakery,Grissini e Crackers,pz,213,10,OK,21.22,25.57,20.5,10,Continental Trade,I06,2026-07-05
SKU12879,Limonata Sanpellegrino 330ml,Yoga,Bevande,Acqua,ml,202,5,OK,15.79,21.09,33.6,22,Import & Export Frescura,F02,2028-10-08
SKU12887,Brie,Sterilgarda,Latticini e Uova,Latte,L,62,25,OK,5.27,7.97,51.2,10,Import & Export Frescura,I07,2026-07-07
SKU12893,Tè freddo al limone,Moretti,Bevande,Acqua,cl,121,26,OK,12.38,15.51,25.3,22,Continental Trade,J13,2027-01-09
SKU12898,Bresaola,Amadori,Carne,Pollame,kg,34,27,OK,4.35,5.8,33.3,10,Distribuzione Sud Srl,E10,2026-07-03
SKU12905,Tabasco piccante,Bertolli,Condimenti e Spezie,Aceto,g,131,7,OK,8.33,11.34,36.1,10,Agrimax Coop,B10,2028-05-29
SKU12908,Pizza margherita surgelata,Algida,Surgelati,Piatti pronti,g,69,14,OK,23.2,33.04,42.4,10,Continental Trade,J14,2027-08-20
SKU12911,Uva bianca,Benessere,Frutta e Verdura,Verdura fresca,kg,235,15,OK,10.63,14.29,34.4,4,BioItalia Srl,C10,2026-07-06
SKU12915,Merluzzo filetto,Callipo,Pesce,Pesce fresco,g,236,9,OK,13.06,15.42,18.1,10,Macro Distribuzione,F05,2026-07-09
SKU12921,Prosciutto crudo San Daniele,Fiorucci,Carne,Bovino,kg,208,28,OK,5.07,6.45,27.2,10,Agrimax Coop,L13,2026-06-30
SKU12925,Fusilli 500g,De Cecco,Pasta e Riso,Pasta corta,g,195,27,OK,3.91,4.62,18.2,4,Distribuzione Sud Srl,I04,2029-02-05
SKU12932,Albicocche,MarcaRe,Frutta e Verdura,Frutta fresca,mazzo,120,6,OK,22.27,30.18,35.5,4,Distribuzione Sud Srl,B02,2026-07-02
SKU12933,Detersivo piatti liquido 500ml,Dash,Pulizia Casa,Superfici,ml,47,11,OK,25.79,31.78,23.2,22,Nord Food SpA,C08,2029-01-14
SKU12939,Fagioli borlotti in scatola,Star,Conserve e Legumi,Pomodoro,g,145,21,OK,21.93,30.6,39.5,10,Fresh Logistics Srl,A04,2028-06-16
SKU12943,Sapone solido 100g,Dove,Igiene Personale,Detersivi corpo,ml,249,5,OK,5.06,7.35,45.3,22,Continental Trade,I02,2029-07-15
SKU12946,Popcorn al burro,Mulino Bianco,Dolci e Snack,Cioccolato,conf,108,17,OK,5.31,6.86,29.2,22,BioItalia Srl,G15,2027-01-17
SKU12952,Yogurt greco alla vaniglia,Granarolo,Latticini e Uova,Burro e Panna,g,180,16,OK,14.7,19.82,34.8,10,Distribuzione Sud Srl,B07,2026-07-23
SKU12960,Panna acida,Parmigiano Reggiano,Latticini e Uova,Yogurt,conf,249,26,OK,12.96,18.72,44.4,10,Continental Trade,G15,2026-07-21
SKU12967,Orata intera,Callipo,Pesce,Pesce conservato,conf,172,5,OK,26.31,34.12,29.7,10,Nord Food SpA,G12,2026-07-05
SKU12976,Curcuma,Bertolli,Condimenti e Spezie,Olio,g,151,27,OK,3.6,4.71,30.8,10,Agrimax Coop,B02,2027-10-01
SKU12980,Fagioli cannellini in scatola,Star,Conserve e Legumi,Condimenti,pz,214,12,OK,23.68,31.06,31.2,10,Mediterr. Foods,E12,2029-02-13
SKU12985,Sacchi immondizia 50L x20,Regina,Pulizia Casa,Superfici,L,124,17,OK,10.16,14.39,41.6,22,Mediterr. Foods,B13,2028-03-02
SKU12990,Merendine al cacao,Pavesi,Dolci e Snack,Biscotti,g,188,8,OK,17.71,21.32,20.4,22,Mediterr. Foods,L09,2026-10-21
SKU12993,Cracker classici,Galbusera,Pane e Bakery,Fette biscottate,conf,19,29,CRITICO,8.69,12.16,39.9,10,Mediterr. Foods,H15,2026-07-15
SKU12998,Sale grosso 1kg,Heinz,Condimenti e Spezie,Olio,ml,220,30,OK,14.28,19.52,36.7,10,Frigo Transport SpA,C01,2027-10-21
SKU13006,Olive verdi denocciolate,Heinz,Conserve e Legumi,Verdure conservate,pz,168,22,OK,13.03,15.16,16.3,10,Agrimax Coop,I06,2028-03-08
SKU13009,Riso Arborio 1kg,Gallo,Pasta e Riso,Cereali secchi,kg,168,20,OK,21.46,29.56,37.7,4,Continental Trade,C11,2028-05-24
SKU13010,Grissini classici,SmartBuy,Pane e Bakery,Grissini e Crackers,pz,196,16,OK,27.19,37.98,39.7,10,Distribuzione Sud Srl,A08,2026-08-09
SKU13011,Salsiccia suina,Fiorucci,Carne,Pollame,conf,228,29,OK,22.72,31.44,38.4,10,Nord Food SpA,H05,2026-07-03
SKU13017,Cracker integrali,Mulino Bianco,Pane e Bakery,Fette biscottate,g,79,25,OK,18.62,23.26,24.9,10,Nord Food SpA,F04,2026-07-10
SKU13023,Fettine di manzo,Fiorucci,Carne,Salumi,conf,145,18,OK,1.34,1.89,41.0,10,Distribuzione Sud Srl,L14,2026-07-05
SKU13024,Olive verdi denocciolate,Star,Conserve e Legumi,Pomodoro,pz,125,30,OK,11.11,15.32,37.9,10,BioItalia Srl,F12,2028-05-14
SKU13033,Sacchi immondizia 30L x30,Scottex,Pulizia Casa,Carta casa,ml,51,18,OK,4.92,6.25,27.0,22,Continental Trade,D10,2029-02-03
SKU13038,Avocado,Natura+,Frutta e Verdura,Frutta fresca,mazzo,183,7,OK,22.59,31.62,40.0,4,Import & Export Frescura,B03,2026-07-07
SKU13047,Nutella 400g,Pavesi,Dolci e Snack,Merendine,pz,129,14,OK,9.92,11.71,18.0,22,Continental Trade,F06,2027-04-16
SKU13054,Grissini classici,SmartBuy,Pane e Bakery,Pane,conf,132,27,OK,5.3,6.13,15.7,10,Mediterr. Foods,D10,2026-08-01
SKU13059,Pepe in grani,Star,Condimenti e Spezie,Olio,g,186,23,OK,23.92,36.18,51.3,10,BioItalia Srl,G04,2028-01-10
SKU13062,Tonno in scatola al naturale,Benessere,Pesce,Pesce fresco,g,162,7,OK,23.68,31.12,31.4,10,Import & Export Frescura,E14,2026-07-08
SKU13065,Pasta fresca all'uovo,Arborio,Pasta e Riso,Pasta corta,g,49,9,OK,6.84,8.52,24.6,4,Import & Export Frescura,H14,2028-05-03
SKU13074,Gallette di riso,Mulino Bianco,Pane e Bakery,Grissini e Crackers,conf,66,5,OK,5.9,7.43,25.9,10,Continental Trade,D01,2026-07-05
SKU13082,Detersivo lavatrice liquido 2L,Ariel,Pulizia Casa,Detersivi lavatrice,pz,76,24,OK,24.11,28.54,18.4,22,Macro Distribuzione,L07,2027-12-27
SKU13089,Gel doccia neutro 500ml,L'Oréal,Igiene Personale,Igiene orale,g,133,8,OK,3.4,4.91,44.4,22,Nord Food SpA,E01,2028-03-02
SKU13095,Brodo di manzo,Heinz,Conserve e Legumi,Legumi,g,55,18,OK,22.62,32.74,44.7,10,Agrimax Coop,D10,2027-09-30
SKU13103,Grissini classici,Mulino Bianco,Pane e Bakery,Fette biscottate,pz,81,8,OK,13.88,18.04,30.0,10,Mediterr. Foods,L10,2026-07-18
SKU13108,Detersivo lavastoviglie polvere 3kg,Scottex,Pulizia Casa,Detersivi lavatrice,ml,5,14,CRITICO,13.46,17.46,29.7,22,BioItalia Srl,E05,2029-08-21
SKU13113,Paprika dolce,Filippo Berio,Condimenti e Spezie,Aceto,L,221,22,OK,25.32,36.06,42.4,10,Frigo Transport SpA,A03,2027-10-31
SKU13118,Rigatoni 500g,De Cecco,Pasta e Riso,Cereali secchi,kg,234,10,OK,8.54,12.76,49.4,4,Frigo Transport SpA,A09,2027-09-29
SKU13120,Spugna cucina x4,Lenor,Pulizia Casa,Carta casa,ml,183,15,OK,20.71,31.49,52.1,22,Agrimax Coop,L14,2028-12-11
SKU13129,Panna fresca,Sterilgarda,Latticini e Uova,Yogurt,L,83,28,OK,16.98,25.05,47.5,10,Distribuzione Sud Srl,K15,2026-07-14
SKU13137,Sacchi immondizia 50L x20,Fairy,Pulizia Casa,Detersivi lavatrice,ml,80,14,OK,0.39,0.48,23.1,22,Agrimax Coop,E04,2030-05-18
SKU13140,Birra artigianale IPA,Barilla,Bevande,Bibite,cl,223,20,OK,22.26,28.44,27.8,22,Agrimax Coop,L11,2028-08-21
SKU13146,Sgrassatore cucina spray,Lysoform,Pulizia Casa,Carta casa,rotoli,224,17,OK,2.64,3.42,29.5,22,BioItalia Srl,A06,2027-08-12
SKU13155,Rosmarino essiccato,Knorr,Condimenti e Spezie,Salse,g,50,19,OK,6.64,7.87,18.5,10,Agrimax Coop,A13,2027-11-08
SKU13162,Aranciata Sanpellegrino 330ml,Sanpellegrino,Bevande,Acqua,pz,30,23,OK,2.77,3.59,29.6,22,Mediterr. Foods,L08,2028-05-12
SKU13164,Sgombro in scatola,Rio Mare,Pesce,Molluschi,g,73,13,OK,26.51,39.11,47.5,10,Frigo Transport SpA,C04,2026-07-04
SKU13168,"Fanta arancia 1,5L",Fanta,Bevande,Bibite,L,104,10,OK,20.43,25.04,22.6,22,Import & Export Frescura,E08,2027-08-21
SKU13176,Vongole,Natura+,Pesce,Molluschi,g,249,15,OK,2.67,3.57,33.7,10,BioItalia Srl,G09,2026-07-09
SKU13183,Spazzolino manuale x2,Dove,Igiene Personale,Cura capelli,g,85,6,OK,2.32,3.18,37.1,22,Macro Distribuzione,K06,2027-09-27
SKU13184,Orzo perlato 500g,Arborio,Pasta e Riso,Pasta lunga,g,94,26,OK,10.85,16.72,54.1,4,Fresh Logistics Srl,D01,2027-09-15
SKU13187,Gelato vaniglia 1L,Algida,Surgelati,Gelati,g,181,15,OK,24.62,29.61,20.3,10,Import & Export Frescura,B15,2027-07-11
SKU13188,Mortadella,Fiorucci,Carne,Pollame,pz,231,14,OK,21.01,31.95,52.1,10,Import & Export Frescura,I13,2026-07-03
SKU13195,Lonza di maiale,EasyShop,Carne,Salumi,kg,204,25,OK,15.69,23.84,51.9,10,BioItalia Srl,C09,2026-06-28
SKU13199,Macinato di manzo,Benessere,Carne,Salumi,kg,229,8,OK,4.83,6.46,33.7,10,Mediterr. Foods,G02,2026-07-09
SKU13208,Nutella 750g,Ferrero,Dolci e Snack,Merendine,g,31,9,OK,3.42,4.92,43.9,22,BioItalia Srl,E13,2027-03-27
SKU13211,Dentifricio classico 75ml,Pantene,Igiene Personale,Detersivi corpo,pz,54,23,OK,7.86,11.84,50.6,22,Fresh Logistics Srl,D02,2029-10-25
SKU13213,Trota filetto,MarcaRe,Pesce,Pesce fresco,g,174,26,OK,24.88,28.87,16.0,10,Macro Distribuzione,K02,2026-06-29
SKU13219,Fettine di manzo,Amadori,Carne,Pollame,pz,116,20,OK,13.05,18.7,43.3,10,Distribuzione Sud Srl,F10,2026-06-28
SKU13227,Brodo di manzo,Cirio,Conserve e Legumi,Verdure conservate,g,72,25,OK,6.15,7.19,16.9,10,Nord Food SpA,J06,2028-08-30
SKU13234,Yogurt bianco intero,Parmigiano Reggiano,Latticini e Uova,Latte,conf,22,17,OK,5.23,8.03,53.5,10,Agrimax Coop,G10,2026-07-28
SKU13239,Zafferano,Knorr,Condimenti e Spezie,Salse,g,110,30,OK,4.57,5.8,26.9,10,Fresh Logistics Srl,C04,2027-09-26
SKU13241,Funghi sott'olio,Cirio,Conserve e Legumi,Condimenti,g,68,20,OK,13.86,20.85,50.4,10,Frigo Transport SpA,G05,2028-09-11
SKU13244,Gallette di riso,Mulino Bianco,Pane e Bakery,Pane,conf,173,19,OK,1.42,1.83,28.9,10,Agrimax Coop,I07,2026-08-05
SKU13253,Brie,Sterilgarda,Latticini e Uova,Formaggi,conf,76,20,OK,12.41,18.77,51.2,10,Import & Export Frescura,E04,2026-08-05
SKU13260,Quinoa 400g,Barilla,Pasta e Riso,Cereali secchi,kg,27,21,OK,15.56,23.6,51.7,4,Nord Food SpA,H14,2028-10-29
SKU13265,Lenticchie in scatola,Star,Conserve e Legumi,Condimenti,g,189,8,OK,2.57,3.47,35.0,10,Agrimax Coop,G11,2027-02-07
SKU13267,Grissini integrali,Gran Cereale,Pane e Bakery,Fette biscottate,pz,115,26,OK,16.57,22.07,33.2,10,Macro Distribuzione,D03,2026-07-16
SKU13270,Scamorza affumicata,Yomo,Latticini e Uova,Yogurt,L,1,5,CRITICO,18.95,25.08,32.3,10,Distribuzione Sud Srl,C14,2026-08-02
SKU13278,Crema mani 100ml,Pantene,Igiene Personale,Igiene orale,pz,124,28,OK,18.52,26.81,44.8,22,Fresh Logistics Srl,G03,2029-09-11
SKU13283,Ricotta vaccina,Grana Padano DOP,Latticini e Uova,Formaggi,L,178,5,OK,0.68,0.81,19.1,10,BioItalia Srl,I04,2026-07-12
SKU13287,Pane azzimo,Galbusera,Pane e Bakery,Grissini e Crackers,g,121,9,OK,2.68,3.91,45.9,10,Nord Food SpA,C13,2026-07-12
SKU13295,Merendine al cacao,Mulino Bianco,Dolci e Snack,Snack salati,g,75,11,OK,24.12,33.38,38.4,22,Macro Distribuzione,A03,2027-01-07
SKU13302,Fette biscottate classiche,Gran Cereale,Pane e Bakery,Fette biscottate,conf,151,21,OK,1.33,1.74,30.8,10,Mediterr. Foods,D15,2026-07-06
SKU13311,Insalata mista,Benessere,Frutta e Verdura,Funghi,kg,106,25,OK,15.63,19.65,25.7,4,Mediterr. Foods,K10,2026-07-08
SKU13317,Noccioline tostate,Ferrero,Dolci e Snack,Merendine,pz,120,11,OK,0.88,1.11,26.1,22,BioItalia Srl,I10,2027-05-06
SKU13323,Caffè in grani 500g,Yoga,Bevande,Alcol,cl,99,27,OK,3.93,4.98,26.7,22,Mediterr. Foods,C12,2028-09-19
SKU13327,Rigatoni 500g,Buitoni,Pasta e Riso,Cereali secchi,g,155,10,OK,13.68,16.68,21.9,4,Frigo Transport SpA,I07,2027-10-29
SKU13331,Branzino intero,Rio Mare,Pesce,Pesce fresco,conf,40,26,OK,10.24,12.84,25.4,10,Distribuzione Sud Srl,B02,2026-07-03
SKU13338,Asiago,Granarolo,Latticini e Uova,Burro e Panna,L,200,15,OK,15.87,21.34,34.5,10,Continental Trade,E09,2026-07-12
SKU13347,Birra artigianale IPA,Levissima,Bevande,Alcol,L,204,19,OK,19.87,30.22,52.1,22,Nord Food SpA,K07,2028-09-07
SKU13349,Piselli surgelati 1kg,Rana,Surgelati,Piatti pronti,g,233,11,OK,3.22,4.51,40.1,10,Import & Export Frescura,H09,2028-01-25
SKU13357,Maschera capelli 300ml,L'Oréal,Igiene Personale,Cura capelli,g,31,9,OK,18.22,23.39,28.4,22,Frigo Transport SpA,A02,2028-11-09
SKU13365,Piselli in scatola,Star,Conserve e Legumi,Condimenti,ml,193,27,OK,5.04,6.33,25.6,10,BioItalia Srl,C09,2029-02-01
SKU13374,Filone rustico,Galbusera,Pane e Bakery,Grissini e Crackers,conf,229,18,OK,22.51,29.61,31.5,10,Macro Distribuzione,A08,2026-07-31
SKU13377,Detersivo lavatrice liquido 2L,Dash,Pulizia Casa,Carta casa,ml,42,29,OK,2.65,3.38,27.5,22,Frigo Transport SpA,A10,2028-04-30
SKU13378,Paprika dolce,Knorr,Condimenti e Spezie,Salse,g,102,18,OK,24.56,37.8,53.9,10,Macro Distribuzione,F14,2026-10-02
SKU13383,Gelato alla fragola 500ml,Bird's Eye,Surgelati,Gelati,conf,227,11,OK,19.7,26.17,32.8,10,Macro Distribuzione,L02,2027-10-13
SKU13387,Rigatoni 500g,Barilla,Pasta e Riso,Pasta lunga,kg,189,28,OK,15.19,19.84,30.6,4,BioItalia Srl,B09,2028-05-29
SKU13396,Orzo perlato 500g,Garofalo,Pasta e Riso,Riso,g,227,5,OK,21.27,25.82,21.4,4,Import & Export Frescura,H04,2028-05-23
SKU13398,Shampoo antiforfora 400ml,Pantene,Igiene Personale,Detersivi corpo,pz,31,16,OK,10.63,14.89,40.1,22,Nord Food SpA,H10,2029-02-25
SKU13399,Cioccolato bianco,Pavesi,Dolci e Snack,Cioccolato,pz,182,23,OK,22.61,34.95,54.6,22,Import & Export Frescura,E13,2028-05-02
SKU13402,Crema mani 100ml,Gillette,Igiene Personale,Cura capelli,g,149,21,OK,20.73,24.71,19.2,22,Mediterr. Foods,B11,2028-04-21
SKU13409,Pane di segale,Mulino Bianco,Pane e Bakery,Grissini e Crackers,g,54,20,OK,2.02,3.04,50.5,10,Macro Distribuzione,L09,2026-08-05
SKU13416,Energy drink,Peroni,Bevande,Alcol,pz,127,23,OK,21.87,32.78,49.9,22,Mediterr. Foods,H02,2029-04-14
